week,location,average_price
29/12/2018,Kolkata,151.87(149.17)
29/12/2018,Guwahati,133.51(136.80)
29/12/2018,Siliguri,142.60(131.79)
29/12/2018,Jalpaiguri,NS(NS)
29/12/2018,mjunction,
29/12/2018,Cochin,NS(NS)
29/12/2018,Coonoor,NS(NS)
29/12/2018,Coimbatore,NS(NS)
29/12/2018,Tea Serve,88.46(65.60)
22/12/2018,Kolkata,154.33(147.62)
22/12/2018,Guwahati,137.02(139.79)
22/12/2018,Siliguri,144.23(131.38)
22/12/2018,Jalpaiguri,NS(NS)
22/12/2018,mjunction,
22/12/2018,Cochin,122.90(110.07)
22/12/2018,Coonoor,96.61(83.75)
22/12/2018,Coimbatore,105.66(92.51)
22/12/2018,Tea Serve,89.04(63.94)
15/12/2018,Kolkata,155.64(155.58)
15/12/2018,Guwahati,140.67(140.58)
15/12/2018,Siliguri,148.93(129.78)
15/12/2018,Jalpaiguri,NS (NS)
15/12/2018,mjunction,
15/12/2018,Cochin,123.21(108.91)
15/12/2018,Coonoor,97.73(81.42)
15/12/2018,Coimbatore,111.75(90.50)
15/12/2018,Tea Serve,89.23(64.13)
08/12/2018,Kolkata,159.12(157.88)
08/12/2018,Guwahati,143.55(140.01)
08/12/2018,Siliguri,146.49(128.02)
08/12/2018,Jalpaiguri,NS(NS)
08/12/2018,mjunction,
08/12/2018,Cochin,124.83(109.23)
08/12/2018,Coonoor,101.74(77.74)
08/12/2018,Coimbatore,112.35(90.12)
08/12/2018,Tea Serve,92.22(63.66)
01/12/2018,Kolkata,160.37(157.66)
01/12/2018,Guwahati,147.55(142.47)
01/12/2018,Siliguri,151.40(131.47)
01/12/2018,Jalpaiguri,NS(NS)
01/12/2018,mjunction,
01/12/2018,Cochin,125.1(110.34)
01/12/2018,Coonoor,102.90(74.75)
01/12/2018,Coimbatore,114.91(89.87)
01/12/2018,Tea Serve,94.29(65.14)
24/11/2018,Kolkata,158.48(159.51)
24/11/2018,Guwahati,147.28(143.61)
24/11/2018,Siliguri,146.67(133.55)
24/11/2018,Jalpaiguri,NS(NS)
24/11/2018,mjunction,
24/11/2018,Cochin,124.40(110.67)
24/11/2018,Coonoor,101.89(75.13)
24/11/2018,Coimbatore,112.07(91.90)
24/11/2018,Tea Serve,93.74(65.46)
17/11/2018,Kolkata,159.47(157.92)
17/11/2018,Guwahati,147.43(142.04)
17/11/2018,Siliguri,146.60(133.26)
17/11/2018,Jalpaiguri,NS(NS)
17/11/2018,mjunction,
17/11/2018,Cochin,121.96(109.51)
17/11/2018,Coonoor,99.99(76.38)
17/11/2018,Coimbatore,109.37(89.79)
17/11/2018,Tea Serve,90.15(67.92)
10/11/2018,Kolkata,163.10(159.63)
10/11/2018,Guwahati,151.88(144.19)
10/11/2018,Siliguri,138.11(131.20)
10/11/2018,Jalpaiguri,NS(NS)
10/11/2018,mjunction,
10/11/2018,Cochin,120.89(109.41)
10/11/2018,Coonoor,NS(77.57)
10/11/2018,Coimbatore,NS (93.38)
10/11/2018,Tea Serve,85.73(66.73)
27/10/2018,Kolkata,160.44(159.21)
